yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yerleştirilir	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
canlandırır	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
oynatırım	oynat+Verb+Pos+Aor+A1sg
sarılırız	sar+Verb^DB+Verb+Pass+Pos+Aor+A1pl
mıncıklarız	mıncıkla+Verb+Pos+Aor+A1pl
oturursam	otur+Verb+Pos+Aor+Cond+A1sg
veremez	ver+Verb^DB+Verb+Able+Neg+Aor+A3sg
hareketlenir	hareket+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Aor+A3sg
tanımlanamaz	tanımla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
tarihlerim	tarihle+Verb+Pos+Aor+A1sg
dinlemem	dinle+Verb+Neg+Aor+A1sg
yargılamam	yargıla+Verb+Neg+Aor+A1sg
çekersem	çek+Verb+Pos+Aor+Cond+A1sg
anlatırım	anla+Verb^DB+Verb+Caus+Pos+Aor+A1sg
başvurursun	başvur+Verb+Pos+Aor+A2sg
söylerler	söyle+Verb+Pos+Aor+A3pl
olabilirsin	ol+Verb+Pos^DB+Verb+Able+Aor+A2sg
sınıflandırılır	sınıf+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yükselir	yüksel+Verb+Pos+Aor+A3sg
konulabilir	kon+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yağlanır	yağla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
büyür	büyü+Verb+Pos+Aor+A3sg
kapsar	kapsa+Verb+Pos+Aor+A3sg
geçmezlerse	geç+Verb+Neg+Aor+A3pl+Cond
halleder	hallet+Verb+Pos+Aor+A3sg
faydalanamazsınız	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Aor+A2pl
takar	tak+Verb+Pos+Aor+A3sg
yutulur	yut+Verb^DB+Verb+Pass+Pos+Aor+A3sg
uyanırsa	uyan+Verb+Pos+Aor+Cond+A3sg
bulursa	bul+Verb+Pos+Aor+Cond+A3sg
tükenir	tüken+Verb+Pos+Aor+A3sg
kurabilirler	kur+Verb+Pos^DB+Verb+Able+Aor+A3pl
kuramazlar	kur+Verb^DB+Verb+Able+Neg+Aor+A3pl
değiştirirsek	değiş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A1pl
diyebilir	de+Verb+Pos^DB+Verb+Able+Aor+A3sg
değerlendirebilirsiniz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
tadar	tat+Verb+Pos+Aor+A3sg
sınırlandırırsanız	sınır+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+Cond+A2pl
düşünebilir	düşün+Verb+Pos^DB+Verb+Able+Aor+A3sg
değerlendirebilir	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
sergilenir	sergile+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bildirmezse	bil+Verb^DB+Verb+Caus+Neg+Aor+Cond+A3sg
başlayabiliriz	başla+Verb+Pos^DB+Verb+Able+Aor+A1pl
çektirir	çek+Verb^DB+Verb+Caus+Pos+Aor+A3sg
seçilirse	seç+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
oluştururum	oluş+Verb^DB+Verb+Caus+Pos+Aor+A1sg
eleştirmem	eleştir+Verb+Neg+Aor+A1sg
yargılayamaz	yargıla+Verb^DB+Verb+Able+Neg+Aor+A3sg
sayılırsınız	say+Verb^DB+Verb+Pass+Pos+Aor+A2pl
serebilir	ser+Verb+Pos^DB+Verb+Able+Aor+A3sg
yorumlanabilir	yorumla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bütünleştirebilirsiniz	bütün+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
saymazsak	say+Verb+Neg+Aor+Cond+A1pl
takmam	tak+Verb+Neg+Aor+A1sg
bakarım	bak+Verb+Pos+Aor+A1sg
satılır	sat+Verb^DB+Verb+Pass+Pos+Aor+A3sg
saklarım	sakla+Verb+Pos+Aor+A1sg
kurtulamam	kurtul+Verb^DB+Verb+Able+Neg+Aor+A1sg
uğraşamam	uğraş+Verb^DB+Verb+Able+Neg+Aor+A1sg
gelişebilir	geliş+Verb+Pos^DB+Verb+Able+Aor+A3sg
yaşar	yaşa+Verb+Pos+Aor+A3sg
zorlanabilirsin	zorla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A2sg
sağlarım	sağla+Verb+Pos+Aor+A1sg
çekerim	çek+Verb+Pos+Aor+A1sg
vazgeçemem	vazgeç+Verb^DB+Verb+Able+Neg+Aor+A1sg
vazgeçmem	vazgeç+Verb+Neg+Aor+A1sg
adreslerim	adresle+Verb+Pos+Aor+A1sg
giyebilirim	giy+Verb+Pos^DB+Verb+Able+Aor+A1sg
durmam	dur+Verb+Neg+Aor+A1sg
edemezseniz	et+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
uzanır	uza+Verb^DB+Verb+Pass+Pos+Aor+A3sg
çalışırım	çalış+Verb+Pos+Aor+A1sg
görüşebilirsiniz	görüş+Verb+Pos^DB+Verb+Able+Aor+A2pl
izlemem	izle+Verb+Neg+Aor+A1sg
konuşmaz	konuş+Verb+Neg+Aor+A3sg
inanmaz	inan+Verb+Neg+Aor+A3sg
yağdırır	yağ+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yatabilirsiniz	yat+Verb+Pos^DB+Verb+Able+Aor+A2pl
karşılaşırlarsa	karşılaş+Verb+Pos+Aor+A3pl+Cond
yeralamaz	yeral+Verb^DB+Verb+Able+Neg+Aor+A3sg
tutuşur	tutuş+Verb+Pos+Aor+A3sg
rastlanır	rastla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
anlamayız	anla+Verb+Neg+Aor+A1pl
incitmez	incit+Verb+Neg+Aor+A3sg
olmazsın	ol+Verb+Neg+Aor+A2sg
öperim	öp+Verb+Pos+Aor+A1sg
paralarım	parala+Verb+Pos+Aor+A1sg
çöker	çök+Verb+Pos+Aor+A3sg
geçirir	geç+Verb^DB+Verb+Caus+Pos+Aor+A3sg
boğuşursun	boğ+Verb^DB+Verb+Recip+Pos+Aor+A2sg
çizilmez	çiz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
olmazsınız	ol+Verb+Neg+Aor+A2pl
dersem	de+Verb+Pos+Aor+Cond+A1sg
ararım	ara+Verb+Pos+Aor+A1sg
çıldırır	çıldır+Verb+Pos+Aor+A3sg
beğenirim	beğen+Verb+Pos+Aor+A1sg
olamam	ol+Verb^DB+Verb+Able+Neg+Aor+A1sg
oynayabilirim	oyna+Verb+Pos^DB+Verb+Able+Aor+A1sg
ilgilenebilirim	ilgilen+Verb+Pos^DB+Verb+Able+Aor+A1sg
döşeriz	döşe+Verb+Pos+Aor+A1pl
istemezler	iste+Verb+Neg+Aor+A3pl
okunmaz	oku+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yazarsa	yaz+Verb+Pos+Aor+Cond+A3sg
yazabilir	yaz+Verb+Pos^DB+Verb+Able+Aor+A3sg
yargılanır	yargıla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sormazsa	sor+Verb+Neg+Aor+Cond+A3sg
randevulaşır	randevu+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Aor+A3sg
çözer	çöz+Verb+Pos+Aor+A3sg
atlamaz	atla+Verb+Neg+Aor+A3sg
kopar	kop+Verb+Pos+Aor+A3sg
çevirir	çevir+Verb+Pos+Aor+A3sg
görülürse	gör+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
belirleyemem	belirle+Verb^DB+Verb+Able+Neg+Aor+A1sg
dağılmaz	dağıl+Verb+Neg+Aor+A3sg
dağılır	dağıl+Verb+Pos+Aor+A3sg
doğabilir	doğ+Verb+Pos^DB+Verb+Able+Aor+A3sg
sığdırırım	sığ+Verb^DB+Verb+Caus+Pos+Aor+A1sg
anlatabilir	anla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
indirgersek	indirge+Verb+Pos+Aor+Cond+A1pl
edebiliriz	et+Verb+Pos^DB+Verb+Able+Aor+A1pl
bakamazsanız	bak+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
doğurabilir	doğ+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
dinlerim	dinle+Verb+Pos+Aor+A1sg
ölürler	öl+Verb+Pos+Aor+A3pl
önlenebilir	önle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kurarsam	kur+Verb+Pos+Aor+Cond+A1sg
okurum	oku+Verb+Pos+Aor+A1sg
harcayabilirler	harca+Verb+Pos^DB+Verb+Able+Aor+A3pl
yakabilir	yak+Verb+Pos^DB+Verb+Able+Aor+A3sg
ödeyebilirsiniz	öde+Verb+Pos^DB+Verb+Able+Aor+A2pl
uçar	uç+Verb+Pos+Aor+A3sg
sayılırız	say+Verb^DB+Verb+Pass+Pos+Aor+A1pl
sıkışır	sıkış+Verb+Pos+Aor+A3sg
kızarsınız	kız+Verb+Pos+Aor+A2pl
inanmazsınız	inan+Verb+Neg+Aor+A2pl
bulabilirsem	bul+Verb+Pos^DB+Verb+Able+Aor+Cond+A1sg
duyarlar	duy+Verb+Pos+Aor+A3pl
kurtulabiliriz	kurtul+Verb+Pos^DB+Verb+Able+Aor+A1pl
çevrilebilir	çevir+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
büyürse	büyü+Verb+Pos+Aor+Cond+A3sg
karşılayabiliriz	karşıla+Verb+Pos^DB+Verb+Able+Aor+A1pl
kurulabilirse	kur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Cond+A3sg
bekleriz	bekle+Verb+Pos+Aor+A1pl
uğramaz	uğra+Verb+Neg+Aor+A3sg
alkışlarsanız	alkışla+Verb+Pos+Aor+Cond+A2pl
getirilmezse	getir+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
gösterilmezse	göster+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
algılanırsa	algıla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
katılır	kat+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kutlanır	kutla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
tanışır	tanış+Verb+Pos+Aor+A3sg
gümüşler	gümüşle+Verb+Pos+Aor+A3sg
anabilirler	an+Verb+Pos^DB+Verb+Able+Aor+A3pl
keşfedebilirler	keşfet+Verb+Pos^DB+Verb+Able+Aor+A3pl
önerir	öner+Verb+Pos+Aor+A3sg
doğurur	doğ+Verb^DB+Verb+Caus+Pos+Aor+A3sg
bulabilirsin	bul+Verb+Pos^DB+Verb+Able+Aor+A2sg
kabartabilir	kabar+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
patlayabilir	patla+Verb+Pos^DB+Verb+Able+Aor+A3sg
kazanabilir	kazan+Verb+Pos^DB+Verb+Able+Aor+A3sg
yaşayamazlar	yaşa+Verb^DB+Verb+Able+Neg+Aor+A3pl
sunarım	sun+Verb+Pos+Aor+A1sg
gösterirseniz	göster+Verb+Pos+Aor+Cond+A2pl
farklılaştırabilir	fark+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
söker	sök+Verb+Pos+Aor+A3sg
getirebilirler	getir+Verb+Pos^DB+Verb+Able+Aor+A3pl
atarsın	at+Verb+Pos+Aor+A2sg
bulamazsın	bul+Verb^DB+Verb+Able+Neg+Aor+A2sg
değerlendiremez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
değerlendirirlerse	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3pl+Cond
yaşamayız	yaşa+Verb+Neg+Aor+A1pl
inebilir	in+Verb+Pos^DB+Verb+Able+Aor+A3sg
girilirse	gir+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
alabilirler	al+Verb+Pos^DB+Verb+Able+Aor+A3pl
korunursa	koru+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
çalışamaz	çalış+Verb^DB+Verb+Able+Neg+Aor+A3sg
sağlanabilir	sağla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
artırılmazsa	art+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
aşabilir	aş+Verb+Pos^DB+Verb+Able+Aor+A3sg
bitmeyebilir	bit+Verb+Neg^DB+Verb+Able+Aor+A3sg
satılırsa	sat+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
alırlarsa	al+Verb+Pos+Aor+A3pl+Cond
bulunurlarsa	bulun+Verb+Pos+Aor+A3pl+Cond
gösterilmez	göster+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kurtulamayız	kurtul+Verb^DB+Verb+Able+Neg+Aor+A1pl
çıkmazsak	çık+Verb+Neg+Aor+Cond+A1pl
yolunuruz	yol+Verb^DB+Verb+Pass+Pos+Aor+A1pl
yıpranabilir	yıpran+Verb+Pos^DB+Verb+Able+Aor+A3sg
eklenilebilir	ekle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
duyulur	duy+Verb^DB+Verb+Pass+Pos+Aor+A3sg
söylersiniz	söyle+Verb+Pos+Aor+A2pl
sevebilirsiniz	sev+Verb+Pos^DB+Verb+Able+Aor+A2pl
kapatırım	kapa+Verb^DB+Verb+Caus+Pos+Aor+A1sg
yansır	yansı+Verb+Pos+Aor+A3sg
oynarım	oyna+Verb+Pos+Aor+A1sg
çizersiniz	çiz+Verb+Pos+Aor+A2pl
soyutlayamayız	soyutla+Verb^DB+Verb+Able+Neg+Aor+A1pl
dayanamam	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A1sg
yerleşir	yerleş+Verb+Pos+Aor+A3sg
göçer	göç+Verb+Pos+Aor+A3sg
gelişir	geliş+Verb+Pos+Aor+A3sg
hazırlanmam	hazırla+Verb^DB+Verb+Pass+Neg+Aor+A1sg
artmayabilir	art+Verb+Neg^DB+Verb+Able+Aor+A3sg
yetiştirir	yetiş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
öneririm	öner+Verb+Pos+Aor+A1sg
giderlerse	git+Verb+Pos+Aor+A3pl+Cond
doğmaz	doğ+Verb+Neg+Aor+A3sg
yiyebilir	ye+Verb+Pos^DB+Verb+Able+Aor+A3sg
ayrılırlar	ayır+Verb^DB+Verb+Pass+Pos+Aor+A3pl
yapışmaz	yapış+Verb+Neg+Aor+A3sg
severler	sev+Verb+Pos+Aor+A3pl
uğraşır	uğraş+Verb+Pos+Aor+A3sg
delirirse	delir+Verb+Pos+Aor+Cond+A3sg
yenilirim	ye+Verb^DB+Verb+Pass+Pos+Aor+A1sg
oynanır	oyna+Verb^DB+Verb+Pass+Pos+Aor+A3sg
doyabilirsiniz	doy+Verb+Pos^DB+Verb+Able+Aor+A2pl
içebilirsiniz	iç+Verb+Pos^DB+Verb+Able+Aor+A2pl
beklerim	bekle+Verb+Pos+Aor+A1sg
ödeşiriz	ödeş+Verb+Pos+Aor+A1pl
ödersin	öde+Verb+Pos+Aor+A2sg
getirilmez	getir+Verb^DB+Verb+Pass+Neg+Aor+A3sg
atarız	at+Verb+Pos+Aor+A1pl
koyarsınız	koy+Verb+Pos+Aor+A2pl
ağırlarsınız	ağırla+Verb+Pos+Aor+A2pl
isterlerse	iste+Verb+Pos+Aor+A3pl+Cond
kutlayabilirler	kutla+Verb+Pos^DB+Verb+Able+Aor+A3pl
varılmaz	var+Verb^DB+Verb+Pass+Neg+Aor+A3sg
eğitirsin	eğit+Verb+Pos+Aor+A2sg
bitiremezler	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3pl
bitiremez	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
suçlayamam	suçla+Verb^DB+Verb+Able+Neg+Aor+A1sg
kutlarım	kutla+Verb+Pos+Aor+A1sg
görüşür	görüş+Verb+Pos+Aor+A3sg
buluşur	buluş+Verb+Pos+Aor+A3sg
dertleşir	dertleş+Verb+Pos+Aor+A3sg
kısıtlayamaz	kısıtla+Verb^DB+Verb+Able+Neg+Aor+A3sg
kazandırmaz	kazan+Verb^DB+Verb+Caus+Neg+Aor+A3sg
dönebilir	dön+Verb+Pos^DB+Verb+Able+Aor+A3sg
olamazsak	ol+Verb^DB+Verb+Able+Neg+Aor+Cond+A1pl
yazmaz	yaz+Verb+Neg+Aor+A3sg
tanıyabilirim	tanı+Verb+Pos^DB+Verb+Able+Aor+A1sg
atamazsanız	at+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
kazanamazsınız	kazan+Verb^DB+Verb+Able+Neg+Aor+A2pl
kurarsınız	kur+Verb+Pos+Aor+A2pl
benzeştirebiliriz	benze+Verb^DB+Verb+Recip^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1pl
kuramaz	kur+Verb^DB+Verb+Able+Neg+Aor+A3sg
katılabilir	kat+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kuramazsan	kur+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
yaşarsın	yaşa+Verb+Pos+Aor+A2sg
oynarsanız	oyna+Verb+Pos+Aor+Cond+A2pl
sağlayamazsın	sağla+Verb^DB+Verb+Able+Neg+Aor+A2sg
yapamazsın	yap+Verb^DB+Verb+Able+Neg+Aor+A2sg
kuramazsa	kur+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
sürükler	sürükle+Verb+Pos+Aor+A3sg
kurtulur	kurtul+Verb+Pos+Aor+A3sg
değiştirirsen	değiş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2sg
uzar	uza+Verb+Pos+Aor+A3sg
aşabilirler	aş+Verb+Pos^DB+Verb+Able+Aor+A3pl
doldurabilir	dol+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
kuvvetlenirse	kuvvet+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Aor+Cond+A3sg
oynanmaz	oyna+Verb^DB+Verb+Pass+Neg+Aor+A3sg
alınabilir	alın+Verb+Pos^DB+Verb+Able+Aor+A3sg
oynatılabilir	oyna+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
parmaklarım	parmakla+Verb+Pos+Aor+A1sg
yüklerler	yükle+Verb+Pos+Aor+A3pl
getirilirse	getir+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
savaşırsın	savaş+Verb+Pos+Aor+A2sg
ulaşırsınız	ulaş+Verb+Pos+Aor+A2pl
oynayamayabilir	oyna+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
oturtmazlar	otur+Verb^DB+Verb+Caus+Neg+Aor+A3pl
koşarsak	koş+Verb+Pos+Aor+Cond+A1pl
bakarsak	bak+Verb+Pos+Aor+Cond+A1pl
düşersiniz	düş+Verb+Pos+Aor+A2pl
yenersin	yen+Verb+Pos+Aor+A2sg
gezerim	gez+Verb+Pos+Aor+A1sg
çekebilir	çek+Verb+Pos^DB+Verb+Able+Aor+A3sg
yaşanırsa	yaşa+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
ulaşmaz	ulaş+Verb+Neg+Aor+A3sg
oluştururlar	oluş+Verb^DB+Verb+Caus+Pos+Aor+A3pl
yayılırlar	yay+Verb^DB+Verb+Pass+Pos+Aor+A3pl
ağlatabilir	ağla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
derim	de+Verb+Pos+Aor+A1sg
görürüz	gör+Verb+Pos+Aor+A1pl
yayar	yay+Verb+Pos+Aor+A3sg
kararır	karar+Verb+Pos+Aor+A3sg
tutunur	tutun+Verb+Pos+Aor+A3sg
kurtulurlar	kurtul+Verb+Pos+Aor+A3pl
düşünmezler	düşün+Verb+Neg+Aor+A3pl
bilmezler	bil+Verb+Neg+Aor+A3pl
düşerim	düş+Verb+Pos+Aor+A1sg
uğrarım	uğra+Verb+Pos+Aor+A1sg
beslerim	besle+Verb+Pos+Aor+A1sg
dolaşır	dolaş+Verb+Pos+Aor+A3sg
aramazsam	ara+Verb+Neg+Aor+Cond+A1sg
kullanırız	kullan+Verb+Pos+Aor+A1pl
sınırlanabilir	sınırla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kırılamaz	kır+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kalkarsak	kalk+Verb+Pos+Aor+Cond+A1pl
yaşanabilir	yaşa+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
karışırlar	karış+Verb+Pos+Aor+A3pl
görürler	gör+Verb+Pos+Aor+A3pl
kestirilemez	kes+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
gerçekleşirse	gerçek+Adj^DB+Verb+Become+Pos+Aor+Cond+A3sg
alamayız	al+Verb^DB+Verb+Able+Neg+Aor+A1pl
benzemeyiz	benze+Verb+Neg+Aor+A1pl
sunarız	sun+Verb+Pos+Aor+A1pl
buluşamazsa	buluş+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
gelmezse	gel+Verb+Neg+Aor+Cond+A3sg
sayılamaz	say+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
bahsedilemez	bahset+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kapılırlarsa	kap+Verb^DB+Verb+Pass+Pos+Aor+A3pl+Cond
kollanır	kolla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
döndüremez	dön+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
okuruz	oku+Verb+Pos+Aor+A1pl
sıralayabilirler	sırala+Verb+Pos^DB+Verb+Able+Aor+A3pl
çıkarabilir	çık+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
bildirirseniz	bil+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
bağdaşmaz	bağdaş+Verb+Neg+Aor+A3sg
sayılmazlar	say+Verb^DB+Verb+Pass+Neg+Aor+A3pl
kalıverirsiniz	kal+Verb+Pos^DB+Verb+Hastily+Aor+A2pl
bulabiliriz	bul+Verb+Pos^DB+Verb+Able+Aor+A1pl
duyururuz	duyur+Verb+Pos+Aor+A1pl
çözülür	çöz+Verb^DB+Verb+Pass+Pos+Aor+A3sg
uydurur	uy+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yaptırırsınız	yap+Verb^DB+Verb+Caus+Pos+Aor+A2pl
boşanırsınız	boşa+Verb^DB+Verb+Pass+Pos+Aor+A2pl
basılırsınız	bas+Verb^DB+Verb+Pass+Pos+Aor+A2pl
korkarsınız	kork+Verb+Pos+Aor+A2pl
bulursunuz	bul+Verb+Pos+Aor+A2pl
yazarsınız	yaz+Verb+Pos+Aor+A2pl
kızar	kız+Verb+Pos+Aor+A3sg
verilirse	ver+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
gireriz	gir+Verb+Pos+Aor+A1pl
kazanmazsınız	kazan+Verb+Neg+Aor+A2pl
kesmez	kes+Verb+Neg+Aor+A3sg
başarırsanız	başar+Verb+Pos+Aor+Cond+A2pl
gizlerler	gizle+Verb+Pos+Aor+A3pl
vermezler	ver+Verb+Neg+Aor+A3pl
hatırlamayız	hatırla+Verb+Neg+Aor+A1pl
atlatırsak	atla+Verb^DB+Verb+Caus+Pos+Aor+Cond+A1pl
yetmez	yet+Verb+Neg+Aor+A3sg
yapılırsa	yap+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
seçilemez	seç+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
ulaşamazsa	ulaş+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
yapılamazsa	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Cond+A3sg
çalmam	çal+Verb+Neg+Aor+A1sg
çektirebilirim	çek+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
seversiniz	sev+Verb+Pos+Aor+A2pl
düşünebilirsiniz	düşün+Verb+Pos^DB+Verb+Able+Aor+A2pl
önleyemezsiniz	önle+Verb^DB+Verb+Able+Neg+Aor+A2pl
başlarsınız	başla+Verb+Pos+Aor+A2pl
tokuşturursa	tokuş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A3sg
kurabilir	kur+Verb+Pos^DB+Verb+Able+Aor+A3sg
edersek	et+Verb+Pos+Aor+Cond+A1pl
çelişiriz	çeliş+Verb+Pos+Aor+A1pl
sevmez	sev+Verb+Neg+Aor+A3sg
umar	um+Verb+Pos+Aor+A3sg
çalabilir	çal+Verb+Pos^DB+Verb+Able+Aor+A3sg
kaptırabilir	kap+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
sürdürülebilir	sür+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
seçilmez	seç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sıçrayabilir	sıçra+Verb+Pos^DB+Verb+Able+Aor+A3sg
işleyebilir	işle+Verb+Pos^DB+Verb+Able+Aor+A3sg
seçerse	seç+Verb+Pos+Aor+Cond+A3sg
getiremezse	getir+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
yakalayamazsınız	yakala+Verb^DB+Verb+Able+Neg+Aor+A2pl
halledilemez	hallet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
koşmaz	koş+Verb+Neg+Aor+A3sg
yineler	yinele+Verb+Pos+Aor+A3sg
başlarım	başla+Verb+Pos+Aor+A1sg
bakamam	bak+Verb^DB+Verb+Able+Neg+Aor+A1sg
gezersin	gez+Verb+Pos+Aor+A2sg
ezersin	ez+Verb+Pos+Aor+A2sg
üzersin	üz+Verb+Pos+Aor+A2sg
değiştirirsin	değiş+Verb^DB+Verb+Caus+Pos+Aor+A2sg
konulur	kon+Verb^DB+Verb+Pass+Pos+Aor+A3sg
binmez	bin+Verb+Neg+Aor+A3sg
yitirmez	yit+Verb^DB+Verb+Caus+Neg+Aor+A3sg
edersem	et+Verb+Pos+Aor+Cond+A1sg
kurtulurum	kurtul+Verb+Pos+Aor+A1sg
göremezse	gör+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
hissederse	hisset+Verb+Pos+Aor+Cond+A3sg
davranabilir	davran+Verb+Pos^DB+Verb+Able+Aor+A3sg
inersem	in+Verb+Pos+Aor+Cond+A1sg
becerirsem	becer+Verb+Pos+Aor+Cond+A1sg
ulaşırsam	ulaş+Verb+Pos+Aor+Cond+A1sg
gelebilirler	gel+Verb+Pos^DB+Verb+Able+Aor+A3pl
uzanmam	uza+Verb^DB+Verb+Pass+Neg+Aor+A1sg
utanır	utan+Verb+Pos+Aor+A3sg
yemezsem	ye+Verb+Neg+Aor+Cond+A1sg
giyinmem	giy+Verb^DB+Verb+Reflex+Neg+Aor+A1sg
giyinirsem	giy+Verb^DB+Verb+Reflex+Pos+Aor+Cond+A1sg
durmazsa	dur+Verb+Neg+Aor+Cond+A3sg
