hesabına	hesap+Noun+A3sg+P3sg+Dat
heyecanı	heyecan+Noun+A3sg+Pnon+Acc
atılmak	at+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
içini	iç+Noun+A3sg+P3sg+Acc
gecikmeye	gecik+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
nefretlerini	nefret+Noun+A3pl+P3sg+Acc
anda	an+Noun+A3sg+Pnon+Loc
kimseye	kimse+Noun+A3sg+Pnon+Dat
günün	gün+Noun+A3sg+Pnon+Gen
akşamı	akşam+Noun+A3sg+P3sg+Nom
ağzında	ağız+Noun+A3sg+P3sg+Loc
tecrübeleriyle	tecrübe+Noun+A3pl+P3sg+Ins
bilmediği	bil+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
gelişinden	gel+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Abl
kaynağı	kaynak+Noun+A3sg+P3sg+Nom
bilinmemekle	bil+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf1+A3sg+Pnon+Ins
ağızdan	ağız+Noun+A3sg+Pnon+Abl
konuşulmaya	konuş+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
düşüncelerine	düşünce+Noun+A3pl+P3sg+Dat
göze	göz+Noun+A3sg+Pnon+Dat
çıktığı	çık+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
inandıklarından	inan+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Abl
tuhafı	tuhaf+Noun+A3sg+P3sg+Nom
söylentilerin	söylenti+Noun+A3pl+Pnon+Gen
konuşmanın	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
halini	hal+Noun+A3sg+P3sg+Acc
sebepleri	sebep+Noun+A3pl+Pnon+Acc
yıllar	yıl+Noun+A3pl+Pnon+Nom
şeyini	şey+Noun+A3sg+P3sg+Acc
ezbere	ezber+Noun+A3sg+Pnon+Dat
hakkınızda	hak+Noun+A3sg+P2pl+Loc
bilirler	bil+Verb+Pos^DB+Adj+AorPart^DB+Noun+Zero+A3pl+Pnon+Nom
olması	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
etmekten	et+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
herkese	herkes+Noun+A3sg+Pnon+Dat
kimsenin	kimse+Noun+A3sg+Pnon+Gen
güzelliği	güzel+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
kalıptan	kalıp+Noun+A3sg+Pnon+Abl
arayanlar	ara+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
meselelerle	mesele+Noun+A3pl+Pnon+Ins
seviyede	seviye+Noun+A3sg+Pnon+Loc
farkında	fark+Noun+A3sg+P3sg+Loc
muhitlere	muhit+Noun+A3pl+Pnon+Dat
evlenmeyeceğini	evlen+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
valisi	vali+Noun+A3sg+P3sg+Nom
kadınlara	kadın+Noun+A3pl+Pnon+Dat
hanımefendisi	hanımefendi+Noun+A3sg+P3sg+Nom
düşüncesine	düşünce+Noun+A3sg+P3sg+Dat
haberi	haber+Noun+A3sg+P3sg+Nom
sesler	ses+Noun+A3pl+Pnon+Nom
çıkmaya	çık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
aklının	akıl+Noun+A3sg+P3sg+Gen
kandırıldığını	kan+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
soyulduğunu	soy+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
pençelerden	pençe+Noun+A3pl+Pnon+Abl
soygunculuk	soyguncu+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
söylentilerle	söylenti+Noun+A3pl+Pnon+Ins
olmakla	ol+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
tasarılarına	tasarı+Noun+A3pl+P3sg+Dat
engeller	engel+Noun+A3pl+Pnon+Nom
çıkarmak	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ellerinden	el+Noun+A3pl+P3pl+Abl
gelmeyeni	gel+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3sg+Nom
ardına	art+Noun+A3sg+P3sg+Dat
ele	el+Noun+A3sg+Pnon+Dat
isteyenlerle	iste+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Ins
savaşmak	savaş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
evine	ev+Noun+A3sg+P3sg+Dat
ömrünün	ömür+Noun+A3sg+P3sg+Gen
sonuna	son+Noun+A3sg+P3sg+Dat
salonuna	salon+Noun+A3sg+P3sg+Dat
yeri	yer+Noun+A3sg+Pnon+Acc
işe	iş+Noun+A3sg+Pnon+Dat
aklına	akıl+Noun+A3sg+P3sg+Dat
gelişmeye	geliş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
fikrinden	fikir+Noun+A3sg+P3sg+Abl
sırası	sıra+Noun+A3sg+P3sg+Nom
kahramanı	kahraman+Noun+A3sg+P3sg+Nom
yerin	yer+Noun+A3sg+Pnon+Gen
tasarısından	tasarı+Noun+A3sg+P3sg+Abl
yolunu	yol+Noun+A3sg+P3sg+Acc
düşmanlarının	düşman+Noun+A3pl+P3sg+Gen
yerine	yer+Noun+A3sg+P3sg+Dat
getirdiğini	getir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
soranlar	sor+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
soruların	soru+Noun+A3pl+Pnon+Gen
söylemeye	söyle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
hakkından	hak+Noun+A3sg+P3sg+Abl
gelmek	gel+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
arabayla	araba+Noun+A3sg+Pnon+Ins
gürültüden	gürültü+Noun+A3sg+Pnon+Abl
ihtiyarı	ihtiyar+Noun+A3sg+Pnon+Acc
arabasına	araba+Noun+A3sg+P3sg+Dat
durumlarda	durum+Noun+A3pl+Pnon+Loc
rezaleti	rezalet+Noun+A3sg+Pnon+Acc
almak	al+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
halinden	hal+Noun+A3sg+P3sg+Abl
oyunları	oyun+Noun+A3sg+P3pl+Nom
başı	baş+Noun+A3sg+P3sg+Nom
sonu	son+Noun+A3sg+P3sg+Nom
hikayeler	hikaye+Noun+A3pl+Pnon+Nom
arada	ara+Noun+A3sg+Pnon+Loc
yemekte	ye+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
yüzü	yüz+Noun+A3sg+Pnon+Acc
kara	kar+Noun+A3sg+Pnon+Dat
sahibi	sahip+Noun+A3sg+P3sg+Nom
sofradakileri	sofra+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom
sessizliğe	ses+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Dat
yemeği	yemek+Noun+A3sg+P3sg+Nom
duymaya	duy+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
dikkatini	dikkat+Noun+A3sg+P3sg+Acc
korktuğuna	kork+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
işine	iş+Noun+A3sg+P3sg+Dat
sofradan	sofra+Noun+A3sg+Pnon+Abl
yanına	yan+Noun+A3sg+P3sg+Dat
sevinçle	sevinç+Noun+A3sg+Pnon+Ins
başıma	baş+Noun+A3sg+P1sg+Dat
yanıma	yan+Noun+A3sg+P1sg+Dat
adamlardan	adam+Noun+A3pl+Pnon+Abl
beşe	beş+Num+Card^DB+Noun+Zero+A3sg+Pnon+Dat
çayını	çay+Noun+A3sg+P3sg+Acc
parasını	para+Noun+A3sg+P3sg+Acc
kaybettiği	kaybet+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
sıralar	sıra+Noun+A3pl+Pnon+Nom
söylediklerine	söyle+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Dat
parası	para+Noun+A3sg+P3sg+Nom
kimsesi	kimse+Noun+A3sg+P3sg+Nom
şakaya	şaka+Noun+A3sg+Pnon+Dat
etmeniz	et+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
verdiğinizi	ver+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
ahbaplık	ahbap+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
söylediğimi	söyle+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
zamanıma	zaman+Noun+A3sg+P1sg+Dat
bencillik	bencil+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
babanız	baba+Noun+A3sg+P2pl+Nom
annenin	anne+Noun+A3sg+Pnon+Gen
saydığımı	say+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
duyduğumu	duy+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
biçimine	biçim+Noun+A3sg+P3sg+Dat
sözünüzden	söz+Noun+A3sg+P2pl+Abl
açmaya	aç+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yola	yol+Noun+A3sg+Pnon+Dat
güle	gül+Noun+A3sg+Pnon+Dat
yolunuz	yol+Noun+A3sg+P2pl+Nom
ihtiyarcık	ihtiyar+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
düşüncemi	düşünce+Noun+A3sg+P1sg+Acc
sevincinden	sevinç+Noun+A3sg+P3sg+Abl
zamanında	zaman+Noun+A3sg+P3sg+Loc
babası	baba+Noun+A3sg+P3sg+Nom
kürkünüzü	kürk+Noun+A3sg+P2pl+Acc
kapıdan	kapı+Noun+A3sg+Pnon+Abl
dinlediği	dinle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
dinledikten	dinle+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
kandıracakları	kan+Verb^DB+Verb+Caus+Pos^DB+Noun+FutPart+A3pl+P3pl+Nom
varması	var+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
kandırmaya	kan+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
bitirivermenin	bit+Verb^DB+Verb+Caus+Pos^DB+Verb+Hastily^DB+Noun+Inf2+A3sg+Pnon+Gen
kulağınızı	kulak+Noun+A3sg+P2pl+Acc
geldikten	gel+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
evden	ev+Noun+A3sg+Pnon+Abl
kulağını	kulak+Noun+A3sg+P3sg+Acc
konudan	konu+Noun+A3sg+Pnon+Abl
sabırsızlıktan	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Abl
yemekten	ye+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
salona	salon+Noun+A3sg+Pnon+Dat
salonda	salon+Noun+A3sg+Pnon+Loc
odayla	oda+Noun+A3sg+Pnon+Ins
kadehten	kadeh+Noun+A3sg+Pnon+Abl
misafirin	misafir+Noun+A3sg+Pnon+Gen
ihtiyacı	ihtiyaç+Noun+A3sg+Pnon+Acc
duyacağını	duy+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
geçirdikten	geç+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
bakışlarında	bak+Verb+Pos^DB+Noun+Inf3+A3pl+P3sg+Loc
eşi	eş+Noun+A3sg+P3sg+Nom
planlarına	plan+Noun+A3pl+P3sg+Dat
övmenize	öv+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
buranın	bura+Noun+A3sg+Pnon+Gen
insanlarını	insan+Noun+A3pl+P3sg+Acc
erdemleri	erdem+Noun+A3pl+P3sg+Nom
duyguları	duygu+Noun+A3pl+Pnon+Acc
yaldızı	yaldız+Noun+A3sg+Pnon+Acc
çiçekliğin	çiçek+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Gen
hayranlık	hayran+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
güldürmek	gül+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
zamanda	zaman+Noun+A3sg+Pnon+Loc
örneğini	örnek+Noun+A3sg+P3sg+Acc
dürbünle	dürbün+Noun+A3sg+Pnon+Ins
gözünüzün	göz+Noun+A3sg+P2pl+Gen
anlatmak	anla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ağzına	ağız+Noun+A3sg+P3sg+Dat
şekerliğin	şeker+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Gen
dibinde	dip+Noun+A3sg+P3sg+Loc
evi	ev+Noun+A3sg+P3sg+Nom
muhitin	muhit+Noun+A3sg+Pnon+Gen
şekeri	şeker+Noun+A3sg+P3sg+Nom
harekete	hareket+Noun+A3sg+Pnon+Dat
etmeye	et+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
kadında	kadın+Noun+A3sg+Pnon+Loc
vücudu	vücut+Noun+A3sg+P3sg+Nom
ellerini	el+Noun+A3pl+P3sg+Acc
kalbi	kalp+Noun+A3sg+P3sg+Nom
duygular	duygu+Noun+A3pl+Pnon+Nom
hayatımda	hayat+Noun+A3sg+P1sg+Loc
ortalıktan	orta+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Abl
kadınla	kadın+Noun+A3sg+Pnon+Ins
şatoları	şato+Noun+A3pl+P3pl+Nom
şatolar	şato+Noun+A3pl+Pnon+Nom
gözünü	göz+Noun+A3sg+P3sg+Acc
halle	hal+Noun+A3sg+Pnon+Ins
şarkıyı	şarkı+Noun+A3sg+Pnon+Acc
okumaya	oku+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
saçları	saç+Noun+A3pl+Pnon+Acc
göğsü	göğüs+Noun+A3sg+P3sg+Nom
heyecandan	heyecan+Noun+A3sg+Pnon+Abl
hatıralarıyla	hatıra+Noun+A3pl+P3sg+Ins
parmaklarını	parmak+Noun+A3pl+P3sg+Acc
geçmek	geç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
zamanı	zaman+Noun+A3sg+Pnon+Acc
geldiğini	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
gücü	güç+Noun+A3sg+Pnon+Acc
ömrünüzün	ömür+Noun+A3sg+P2pl+Gen
çekilmek	çek+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dostlardan	dost+Noun+A3pl+Pnon+Abl
kaçmak	kaç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
bakışlarla	bak+Verb+Pos^DB+Noun+Inf3+A3pl+Pnon+Ins
hatıraları	hatıra+Noun+A3pl+Pnon+Acc
gençliğinizin	gençlik+Noun+A3sg+P2pl+Gen
günlerin	gün+Noun+A3pl+Pnon+Gen
hatıralarını	hatıra+Noun+A3pl+P3sg+Acc
insanlara	insan+Noun+A3pl+Pnon+Dat
gösterene	göster+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
kalbe	kalp+Noun+A3sg+Pnon+Dat
ihtiyacınız	ihtiyaç+Noun+A3sg+P2pl+Nom
herkesten	herkes+Noun+A3sg+Pnon+Abl
üstü	üst+Noun+A3sg+P3sg+Nom
peşinizden	peş+Noun+A3sg+P2pl+Abl
kızım	kız+Noun+A3sg+P1sg+Nom
arkadaşınız	arkadaş+Noun+A3sg+P2pl+Nom
eşiniz	eş+Noun+A3sg+P2pl+Nom
karınız	kar+Noun+A3sg+P2pl+Nom
olduğunuza	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Dat
duyguyla	duygu+Noun+A3sg+Pnon+Ins
çocuklarımız	çocuk+Noun+A3pl+P1pl+Nom
düşüncelerimiz	düşünce+Noun+A3pl+P1pl+Nom
kalbimin	kalp+Noun+A3sg+P1sg+Gen
ayrılmamak	ayır+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
teklifini	teklif+Noun+A3sg+P3sg+Acc
çökmek	çök+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
konuşmaya	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
ümidin	ümit+Noun+A3sg+Pnon+Gen
sözü	söz+Noun+A3sg+Pnon+Acc
ilgisine	ilgi+Noun+A3sg+P3sg+Dat
gençlikte	gençlik+Noun+A3sg+Pnon+Loc
davranışların	davran+Verb+Pos^DB+Noun+Inf3+A3pl+Pnon+Gen
sayılacağı	say+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Nom
çağında	çağ+Noun+A3sg+P3sg+Loc
kalbini	kalp+Noun+A3sg+P3sg+Acc
olduğunuzu	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
aklınıza	akıl+Noun+A3sg+P2pl+Dat
zenginliğiyle	zengin+Adj^DB+Noun+Ness+A3sg+P3sg+Ins
içmelere	iç+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Dat
karınızla	kar+Noun+A3sg+P2pl+Ins
güzeller	güzel+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
güzeli	güzel+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
salonlarda	salon+Noun+A3pl+Pnon+Loc
esprilerinizle	espri+Noun+A3pl+P2pl+Ins
ümitten	ümit+Noun+A3sg+Pnon+Abl
yazılar	yazı+Noun+A3pl+Pnon+Nom
gevezeliğinin	geveze+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Gen
yarısını	yarı+Noun+A3sg+P3sg+Acc
söylediğiniz	söyle+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Nom
şarkıları	şarkı+Noun+A3pl+Pnon+Acc
yavrum	yavru+Noun+A3sg+P1sg+Nom
sözleri	söz+Noun+A3pl+P3sg+Nom
kelimeler	kelime+Noun+A3pl+Pnon+Nom
ateşi	ateş+Noun+A3sg+Pnon+Acc
kızıma	kız+Noun+A3sg+P1sg+Dat
durumun	durum+Noun+A3sg+Pnon+Gen
cevabı	cevap+Noun+A3sg+P3sg+Nom
heyecanından	heyecan+Noun+A3sg+P3sg+Abl
ümidim	ümit+Noun+A3sg+P1sg+Nom
vermeyi	ver+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
elimden	el+Noun+A3sg+P1sg+Abl
kollarından	kol+Noun+A3pl+P3sg+Abl
kızının	kız+Noun+A3sg+P3sg+Gen
kollarına	kol+Noun+A3pl+P3sg+Dat
varlığıyla	varlık+Noun+A3sg+P3sg+Ins
komedyayı	komedya+Noun+A3sg+Pnon+Acc
ayrılacağımızı	ayır+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P1pl+Acc
kalbim	kalp+Noun+A3sg+P1sg+Nom
baktığının	bak+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
anneni	anne+Noun+A3sg+P2sg+Acc
vermek	ver+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yaşamaya	yaşa+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
adama	adam+Noun+A3sg+Pnon+Dat
tanıdığım	tanı+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
şövalyesi	şövalye+Noun+A3sg+P3sg+Nom
buraya	bura+Noun+A3sg+Pnon+Dat
varlığımı	varlık+Noun+A3sg+P1sg+Acc
meleğimi	melek+Noun+A3sg+P1sg+Acc
hakaretlerden	hakaret+Noun+A3pl+Pnon+Abl
küstahın	küstah+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
rım	rı+Noun+A3sg+P1sg+Nom
ateşe	ateş+Noun+A3sg+Pnon+Dat
heyecana	heyecan+Noun+A3sg+Pnon+Dat
toplumdan	toplum+Noun+A3sg+Pnon+Abl
cehennemliği	cehennem+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Acc
yım	yı+Noun+A3sg+P1sg+Nom
kadarcık	kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
kızlar	kız+Noun+A3pl+Pnon+Nom
canavarlık	canavar+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
yanınızda	yan+Noun+A3sg+P2pl+Loc
evlenmeniz	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
şaşkınlığa	şaşkın+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
deliyle	deli+Adj^DB+Noun+Zero+A3sg+Pnon+Ins
yüzlerine	yüz+Noun+A3pl+P3sg+Dat
başınız	baş+Noun+A3sg+P2pl+Nom
dinlenmeniz	dinle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
odanıza	oda+Noun+A3sg+P2pl+Dat
portreye	portre+Noun+A3sg+Pnon+Dat
portresi	portre+Noun+A3sg+P3sg+Nom
aramızda	ara+Noun+A3sg+P1pl+Loc
annem	anne+Noun+A3sg+P1sg+Nom
mem	me+Noun+A3sg+P1sg+Nom
eliyle	el+Noun+A3sg+P3sg+Ins
ayağı	ayak+Noun+A3sg+P3sg+Nom
utancından	utanç+Noun+A3sg+P3sg+Abl
içeriye	içeri+Noun+A3sg+Pnon+Dat
hiddetten	hiddet+Noun+A3sg+Pnon+Abl
karşısında	karşı+Noun+A3sg+P3sg+Loc
arkasından	arka+Noun+A3sg+P3sg+Abl
hiddetle	hiddet+Noun+A3sg+Pnon+Ins
bakışı	bak+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom
suçlamaya	suçla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
hakkınız	hak+Noun+A3sg+P2pl+Nom
hakla	hak+Noun+A3sg+Pnon+Ins
söyleyemeyeceğimi	söyle+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P1sg+Acc
ıstırabı	ıstırap+Noun+A3sg+P3sg+Nom
acıdığımdan	acı+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Abl
dememem	de+Verb+Neg^DB+Noun+Inf2+A3sg+P1sg+Nom
yakından	yakın+Noun+A3sg+Pnon+Abl
tanımam	tanı+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Nom
konusunu	konu+Noun+A3sg+P3sg+Acc
oynadığımı	oyna+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
küstahlığında	küstah+Adj^DB+Noun+Ness+A3sg+P3sg+Loc
süreden	süre+Noun+A3sg+Pnon+Abl
saklamaya	sakla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
gelişinize	gel+Verb+Pos^DB+Noun+Inf3+A3sg+P2pl+Dat
nefretimizi	nefret+Noun+A3sg+P1pl+Acc
saklamak	sakla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yedekte	yedek+Noun+A3sg+Pnon+Loc
tuttuğumdan	tut+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Abl
bahsetmeye	bahset+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
düşündüklerimi	düşün+Verb+Pos^DB+Noun+PastPart+A3pl+P1sg+Acc
sebeple	sebep+Noun+A3sg+Pnon+Ins
yolunuzun	yol+Noun+A3sg+P2pl+Gen
olmasını	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
söyledikten	söyle+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
odadan	oda+Noun+A3sg+Pnon+Abl
hiddetinden	hiddet+Noun+A3sg+P3sg+Abl
buradan	bura+Noun+A3sg+Pnon+Abl
gitmeden	git+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
annenizle	anne+Noun+A3sg+P2pl+Ins
düşürdüğünüzü	düş+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
şehre	şehir+Noun+A3sg+Pnon+Dat
kapıyı	kapı+Noun+A3sg+Pnon+Acc
bağırdıklarını	bağır+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
dehşetten	dehşet+Noun+A3sg+Pnon+Abl
olanı	ol+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Acc
biteni	bit+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Acc
işin	iş+Noun+A3sg+Pnon+Gen
tutmaları	tut+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
hesapları	hesap+Noun+A3pl+Pnon+Acc
durumu	durum+Noun+A3sg+Pnon+Acc
yatıştırmak	yatış+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dostça	dost+Noun+A3sg+Pnon+Equ
gözü	göz+Noun+A3sg+P3sg+Nom
koyacağınızı	koy+Verb+Pos^DB+Noun+FutPart+A3sg+P2pl+Acc
bulunduğunun	bulun+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
koltuğu	koltuk+Noun+A3sg+Pnon+Acc
şaşkınlık	şaşkın+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
suçunuz	suç+Noun+A3sg+P2pl+Nom
sabrının	sabır+Noun+A3sg+P3sg+Gen
sınırı	sınır+Noun+A3sg+P3sg+Nom
dünyada	dünya+Noun+A3sg+Pnon+Loc
dostunuz	dost+Noun+A3sg+P2pl+Nom
olmadığı	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
etmeme	et+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
evinizden	ev+Noun+A3sg+P2pl+Abl
konuşmanıza	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
hissettiğim	hisset+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
kalbimi	kalp+Noun+A3sg+P1sg+Acc
gözlerinin	göz+Noun+A3pl+P3sg+Gen
sitemle	sitem+Noun+A3sg+Pnon+Ins
öfkesini	öfke+Noun+A3sg+P3sg+Acc
cesaretini	cesaret+Noun+A3sg+P3sg+Acc
artırmaya	art+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
arkamdan	arka+Noun+A3sg+P1sg+Abl
yerinden	yer+Noun+A3sg+P3sg+Abl
kadarı	kadar+Postp+PCDat^DB+Noun+Zero+A3sg+P3sg+Nom
başkalarını	başka+Adj^DB+Noun+Zero+A3pl+P3pl+Acc
sözlerine	söz+Noun+A3pl+P3sg+Dat
dinlemeyi	dinle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
meseleyi	mesele+Noun+A3sg+Pnon+Acc
suçum	suç+Noun+A3sg+P1sg+Nom
iyilik	iyi+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
istediğimden	iste+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Abl
canım	can+Noun+A3sg+P1sg+Nom
elinizden	el+Noun+A3sg+P2pl+Abl
dikkatle	dikkat+Noun+A3sg+Pnon+Ins
dinlemekle	dinle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
ayrıntısına	ayrıntı+Noun+A3sg+P3sg+Dat
konuşmamam	konuş+Verb+Neg^DB+Noun+Inf2+A3sg+P1sg+Nom
halinde	hal+Noun+A3sg+P3sg+Loc
