göre	gör+Verb+Pos+Opt+A3sg
kazıyor	kaz+Verb+Pos+Prog1+A3sg
terkediyorlar	terket+Verb+Pos+Prog1+A3pl
kuruyor	kur+Verb+Pos+Prog1+A3sg
övünüyorlar	övün+Verb+Pos+Prog1+A3pl
ilgilenir	ilgilen+Verb+Pos+Aor+A3sg
düzenliyor	düzenle+Verb+Pos+Prog1+A3sg
uğruyorlar	uğra+Verb+Pos+Prog1+A3pl
demirliyor	demirle+Verb+Pos+Prog1+A3sg
olmalıyız	ol+Verb+Pos+Neces+A1pl
getireceğiz	getir+Verb+Pos+Fut+A1pl
görüştük	görüş+Verb+Pos+Past+A1pl
arzettik	arzet+Verb+Pos+Past+A1pl
çıkalım	çık+Verb+Pos+Opt+A1pl
doluyor	dola+Verb+Pos+Prog1+A3sg
oluşuyor	oluş+Verb+Pos+Prog1+A3sg
önlüyor	önle+Verb+Pos+Prog1+A3sg
çevirmiş	çevir+Verb+Pos+Narr+A3sg
kullanmışlar	kullan+Verb+Pos+Narr+A3pl
çıkmamış	çık+Verb+Neg+Narr+A3sg
devret	devret+Verb+Pos+Imp+A2sg
kızıyor	kız+Verb+Pos+Prog1+A3sg
kaybederiz	kaybet+Verb+Pos+Aor+A1pl
dağılıyor	dağıl+Verb+Pos+Prog1+A3sg
yapmıyor	yap+Verb+Neg+Prog1+A3sg
karşılaştı	karşılaş+Verb+Pos+Past+A3sg
tamamladı	tamamla+Verb+Pos+Past+A3sg
üzdü	üz+Verb+Pos+Past+A3sg
geçeceğiz	geç+Verb+Pos+Fut+A1pl
yeniledi	yenile+Verb+Pos+Past+A3sg
yaratıyor	yarat+Verb+Pos+Prog1+A3sg
tartışmalı	tartış+Verb+Pos+Neces+A3sg
yadırgıyoruz	yadırga+Verb+Pos+Prog1+A1pl
düşünüyoruz	düşün+Verb+Pos+Prog1+A1pl
gölgeliyorlar	gölgele+Verb+Pos+Prog1+A3pl
söyledik	söyle+Verb+Pos+Past+A1pl
dinlemiyorlar	dinle+Verb+Neg+Prog1+A3pl
olacaklar	ol+Verb+Pos+Fut+A3pl
kullanacaklar	kullan+Verb+Pos+Fut+A3pl
kazanacak	kazan+Verb+Pos+Fut+A3sg
kavuşacak	kavuş+Verb+Pos+Fut+A3sg
karşılıyor	karşıla+Verb+Pos+Prog1+A3sg
kapsıyor	kapsa+Verb+Pos+Prog1+A3sg
yiyelim	ye+Verb+Pos+Opt+A1pl
dinlemedi	dinle+Verb+Neg+Past+A3sg
sustum	sus+Verb+Pos+Past+A1sg
geleceğiz	gel+Verb+Pos+Fut+A1pl
buyrun	buyur+Verb+Pos+Imp+A2pl
bilmesem	bil+Verb+Neg+Desr+A1sg
içiyorlar	iç+Verb+Pos+Prog1+A3pl
konuşuyorlar	konuş+Verb+Pos+Prog1+A3pl
gitmişim	git+Verb+Pos+Narr+A1sg
saydım	say+Verb+Pos+Past+A1sg
attık	at+Verb+Pos+Past+A1pl
anlaştı	anlaş+Verb+Pos+Past+A3sg
ulaşacak	ulaş+Verb+Pos+Fut+A3sg
geçecekler	geç+Verb+Pos+Fut+A3pl
ulaşacaklar	ulaş+Verb+Pos+Fut+A3pl
bırakmıyorlar	bırak+Verb+Neg+Prog1+A3pl
oturuyorum	otur+Verb+Pos+Prog1+A1sg
duracağım	dur+Verb+Pos+Fut+A1sg
yaparlar	yap+Verb+Pos+Aor+A3pl
soruşturdum	soruştur+Verb+Pos+Past+A1sg
ütülemişler	ütüle+Verb+Pos+Narr+A3pl
kırıta	kırıt+Verb+Pos+Opt+A3sg
geçiyorlar	geç+Verb+Pos+Prog1+A3pl
sekiyor	sek+Verb+Pos+Prog1+A3sg
okumayacağım	oku+Verb+Neg+Fut+A1sg
homurdandım	homurdan+Verb+Pos+Past+A1sg
dalıyorsunuz	dala+Verb+Pos+Prog1+A2pl
düştüm	düş+Verb+Pos+Past+A1sg
ilgilendi	ilgilen+Verb+Pos+Past+A3sg
sarmaladı	sarmala+Verb+Pos+Past+A3sg
satayım	sat+Verb+Pos+Opt+A1sg
mayıştım	mayış+Verb+Pos+Past+A1sg
bağırıyor	bağır+Verb+Pos+Prog1+A3sg
söylesene	söyle+Verb+Pos+Imp+A2sg
sanıyorsun	san+Verb+Pos+Prog1+A2sg
bulundum	bulun+Verb+Pos+Past+A1sg
kalka	kalk+Verb+Pos+Opt+A3sg
tadayım	tat+Verb+Pos+Opt+A1sg
tutmasam	tut+Verb+Neg+Desr+A1sg
çağırdım	çağır+Verb+Pos+Past+A1sg
yersin	ye+Verb+Pos+Aor+A2sg
kokmuyor	kok+Verb+Neg+Prog1+A3sg
kuruyorum	kur+Verb+Pos+Prog1+A1sg
ağrımıyor	ağrı+Verb+Neg+Prog1+A3sg
çıktınız	çık+Verb+Pos+Past+A2pl
düşmemiş	düş+Verb+Neg+Narr+A3sg
sızayım	sız+Verb+Pos+Opt+A1sg
kaybolayım	kaybol+Verb+Pos+Opt+A1sg
yaşayayım	yaşa+Verb+Pos+Opt+A1sg
çağırmasın	çağır+Verb+Neg+Imp+A3sg
aramayın	ara+Verb+Neg+Imp+A2pl
ayırınız	ayır+Verb+Pos+Imp+A2pl
edinecek	edin+Verb+Pos+Fut+A3sg
duraklaya	durakla+Verb+Pos+Opt+A3sg
bildik	bil+Verb+Pos+Past+A1pl
döne	dön+Verb+Pos+Opt+A3sg
geçmeyiniz	geç+Verb+Neg+Imp+A2pl
acıktı	acık+Verb+Pos+Past+A3sg
götürecek	götür+Verb+Pos+Fut+A3sg
tanışacaksınız	tanış+Verb+Pos+Fut+A2pl
iseniz	i+Verb+Pos+Cond+A2pl
gecikmedi	gecik+Verb+Neg+Past+A3sg
kazandık	kazan+Verb+Pos+Past+A1pl
çizecek	çiz+Verb+Pos+Fut+A3sg
oynadı	oyna+Verb+Pos+Past+A3sg
yadırgamadı	yadırga+Verb+Neg+Past+A3sg
harcadı	harca+Verb+Pos+Past+A3sg
şahlandık	şahlan+Verb+Pos+Past+A1pl
kutladı	kutla+Verb+Pos+Past+A3sg
aktı	ak+Verb+Pos+Past+A3sg
kucaklıyorum	kucakla+Verb+Pos+Prog1+A1sg
ilgilenin	ilgilen+Verb+Pos+Imp+A2pl
ağladık	ağla+Verb+Pos+Past+A1pl
kattınız	kat+Verb+Pos+Past+A2pl
utanıyorum	utan+Verb+Pos+Prog1+A1sg
öğrensin	öğren+Verb+Pos+Imp+A3sg
gelmesinler	gel+Verb+Neg+Imp+A3pl
koyar	koy+Verb+Pos+Aor+A3sg
kaybetmedim	kaybet+Verb+Neg+Past+A1sg
unutmam	unut+Verb+Neg+Aor+A1sg
gitmiyor	git+Verb+Neg+Prog1+A3sg
yüzüyorsunuz	yüz+Verb+Pos+Prog1+A2pl
yüzüyorsun	yüz+Verb+Pos+Prog1+A2sg
izliyorum	izle+Verb+Pos+Prog1+A1sg
engelledi	engelle+Verb+Pos+Past+A3sg
kilitliyor	kilitle+Verb+Pos+Prog1+A3sg
engelliyorlar	engelle+Verb+Pos+Prog1+A3pl
açıklayayım	açıkla+Verb+Pos+Opt+A1sg
düşmesin	düş+Verb+Neg+Imp+A3sg
tamamlamış	tamamla+Verb+Pos+Narr+A3sg
yatırır	yatır+Verb+Pos+Aor+A3sg
bozmaz	boz+Verb+Neg+Aor+A3sg
kurtulacaklar	kurtul+Verb+Pos+Fut+A3pl
getireceğim	getir+Verb+Pos+Fut+A1sg
uyaracağım	uyar+Verb+Pos+Fut+A1sg
alkışlarım	alkışla+Verb+Pos+Aor+A1sg
ödemiyorlar	öde+Verb+Neg+Prog1+A3pl
olmayalım	ol+Verb+Neg+Opt+A1pl
geçse	geç+Verb+Pos+Desr+A3sg
unuttuk	unut+Verb+Pos+Past+A1pl
yenseler	yen+Verb+Pos+Desr+A3pl
yener	yen+Verb+Pos+Aor+A3sg
cevirme	çevir+Verb+Neg+Imp+A2sg
hissedeceğiz	hisset+Verb+Pos+Fut+A1pl
baka	bak+Verb+Pos+Opt+A3sg
oynatmadım	oynat+Verb+Neg+Past+A1sg
oynamadın	oyna+Verb+Neg+Past+A2sg
söylemiyor	söyle+Verb+Neg+Prog1+A3sg
kalmamalı	kal+Verb+Neg+Neces+A3sg
durmuyor	dur+Verb+Neg+Prog1+A3sg
çevirmeyelim	çevir+Verb+Neg+Opt+A1pl
patladı	patla+Verb+Pos+Past+A3sg
kazanmadı	kazan+Verb+Neg+Past+A3sg
çağrıldı	çağrıl+Verb+Pos+Past+A3sg
hazırladı	hazırla+Verb+Pos+Past+A3sg
çözdü	çöz+Verb+Pos+Past+A3sg
oynatmaz	oynat+Verb+Neg+Aor+A3sg
yapacaksın	yap+Verb+Pos+Fut+A2sg
istemiyorlar	iste+Verb+Neg+Prog1+A3pl
yanar	yan+Verb+Pos+Aor+A3sg
düşünmüşüm	düşün+Verb+Pos+Narr+A1sg
bıraktık	bırak+Verb+Pos+Past+A1pl
ulaştık	ulaş+Verb+Pos+Past+A1pl
artıyor	art+Verb+Pos+Prog1+A3sg
geziyorlar	gez+Verb+Pos+Prog1+A3pl
inanıyoruz	inan+Verb+Pos+Prog1+A1pl
sağladılar	sağla+Verb+Pos+Past+A3pl
gösterdiler	göster+Verb+Pos+Past+A3pl
diyoruz	de+Verb+Pos+Prog1+A1pl
eleştirdim	eleştir+Verb+Pos+Past+A1sg
hazırlamalısın	hazırla+Verb+Pos+Neces+A2sg
gidiyorsun	git+Verb+Pos+Prog1+A2sg
savaşıyor	savaş+Verb+Pos+Prog1+A3sg
olmamalı	ol+Verb+Neg+Neces+A3sg
çalışıyorsun	çalış+Verb+Pos+Prog1+A2sg
oluyorsun	ol+Verb+Pos+Prog1+A2sg
hazırlamıyorsun	hazırla+Verb+Neg+Prog1+A2sg
çıkıyorsun	çık+Verb+Pos+Prog1+A2sg
yapmıyorsun	yap+Verb+Neg+Prog1+A2sg
gör	gör+Verb+Pos+Imp+A2sg
veriştirdi	veriştir+Verb+Pos+Past+A3sg
attın	at+Verb+Pos+Past+A2sg
görmedin	gör+Verb+Neg+Past+A2sg
sürmedi	sür+Verb+Neg+Past+A3sg
kahrolursunuz	kahrol+Verb+Pos+Aor+A2pl
kahroldum	kahrol+Verb+Pos+Past+A1sg
yazıyorum	yaz+Verb+Pos+Prog1+A1sg
anlamayın	anla+Verb+Neg+Imp+A2pl
kutluyorum	kutla+Verb+Pos+Prog1+A1sg
kazanacağım	kazan+Verb+Pos+Fut+A1sg
bitecek	bit+Verb+Pos+Fut+A3sg
belirleyeceğiz	belirle+Verb+Pos+Fut+A1pl
sevinecek	sevin+Verb+Pos+Fut+A3sg
okumadım	oku+Verb+Neg+Past+A1sg
uymuş	uy+Verb+Pos+Narr+A3sg
düzenlemiş	düzenle+Verb+Pos+Narr+A3sg
desteklemiş	destekle+Verb+Pos+Narr+A3sg
çıksa	çık+Verb+Pos+Desr+A3sg
beğenirsiniz	beğen+Verb+Pos+Aor+A2pl
pazarlayacak	pazarla+Verb+Pos+Fut+A3sg
başlasalar	başla+Verb+Pos+Desr+A3pl
yetinmiş	yetin+Verb+Pos+Narr+A3sg
anlatacaklar	anlat+Verb+Pos+Fut+A3pl
yapacaksınız	yap+Verb+Pos+Fut+A2pl
sergilediler	sergile+Verb+Pos+Past+A3pl
unutuyor	unut+Verb+Pos+Prog1+A3sg
izledik	izle+Verb+Pos+Past+A1pl
isteriz	iste+Verb+Pos+Aor+A1pl
gidersin	git+Verb+Pos+Aor+A2sg
kabarır	kabar+Verb+Pos+Aor+A3sg
haketmedi	haket+Verb+Neg+Past+A3sg
kazanıyoruz	kazan+Verb+Pos+Prog1+A1pl
alsın	al+Verb+Pos+Imp+A3sg
gideceksin	git+Verb+Pos+Fut+A2sg
fırçalamayın	fırçala+Verb+Neg+Imp+A2pl
dese	de+Verb+Pos+Desr+A3sg
oynarsınız	oyna+Verb+Pos+Aor+A2pl
büyüdün	büyü+Verb+Pos+Past+A2sg
bilmezsin	bil+Verb+Neg+Aor+A2sg
itiyorlar	it+Verb+Pos+Prog1+A3pl
gözükme	gözük+Verb+Neg+Imp+A2sg
yaptılar	yap+Verb+Pos+Past+A3pl
gezdiler	gez+Verb+Pos+Past+A3pl
vururuz	vur+Verb+Pos+Aor+A1pl
gözlüyor	gözle+Verb+Pos+Prog1+A3sg
bitiyor	bit+Verb+Pos+Prog1+A3sg
hallederiz	hallet+Verb+Pos+Aor+A1pl
kaynıyor	kayna+Verb+Pos+Prog1+A3sg
anlaşmışlar	anlaş+Verb+Pos+Narr+A3pl
götürüyorlar	götür+Verb+Pos+Prog1+A3pl
giriyorlar	gir+Verb+Pos+Prog1+A3pl
sokarsınız	sok+Verb+Pos+Aor+A2pl
alacağız	al+Verb+Pos+Fut+A1pl
seyrediyorum	seyret+Verb+Pos+Prog1+A1sg
yayınlasa	yayınla+Verb+Pos+Desr+A3sg
seyredecek	seyret+Verb+Pos+Fut+A3sg
çeker	çek+Verb+Pos+Aor+A3sg
özledim	özle+Verb+Pos+Past+A1sg
sevmedim	sev+Verb+Neg+Past+A1sg
ayırmışlar	ayır+Verb+Pos+Narr+A3pl
anmışlar	an+Verb+Pos+Narr+A3pl
yendiniz	yen+Verb+Pos+Past+A2pl
yaşadınız	yaşa+Verb+Pos+Past+A2pl
bağırdınız	bağır+Verb+Pos+Past+A2pl
rahatladınız	rahatla+Verb+Pos+Past+A2pl
paniklediniz	panikle+Verb+Pos+Past+A2pl
attınız	at+Verb+Pos+Past+A2pl
ağladınız	ağla+Verb+Pos+Past+A2pl
hissedersiniz	hisset+Verb+Pos+Aor+A2pl
çekersiniz	çek+Verb+Pos+Aor+A2pl
bitmiyor	bit+Verb+Neg+Prog1+A3sg
başlamıyor	başla+Verb+Neg+Prog1+A3sg
atmayacak	at+Verb+Neg+Fut+A3sg
bahsetmeyeceğim	bahset+Verb+Neg+Fut+A1sg
koptum	kop+Verb+Pos+Past+A1sg
almam	al+Verb+Neg+Aor+A1sg
koyuyorum	koy+Verb+Pos+Prog1+A1sg
oluruz	ol+Verb+Pos+Aor+A1pl
yapmadınız	yap+Verb+Neg+Past+A2pl
bulmadım	bul+Verb+Neg+Past+A1sg
yaratmıyor	yarat+Verb+Neg+Prog1+A3sg
kullanıyorsun	kullan+Verb+Pos+Prog1+A2sg
kaçıyorsun	kaç+Verb+Pos+Prog1+A2sg
unutmayalım	unut+Verb+Neg+Opt+A1pl
giymişler	giy+Verb+Pos+Narr+A3pl
döşeyelim	döşe+Verb+Pos+Opt+A1pl
kaldırırlar	kaldır+Verb+Pos+Aor+A3pl
üsteledi	üstele+Verb+Pos+Past+A3sg
olmuyorsun	ol+Verb+Neg+Prog1+A2sg
kokmamış	kok+Verb+Neg+Narr+A3sg
güvenmeliyiz	güven+Verb+Pos+Neces+A1pl
oluşmalı	oluş+Verb+Pos+Neces+A3sg
geçmiyor	geç+Verb+Neg+Prog1+A3sg
olmuşlar	ol+Verb+Pos+Narr+A3pl
doğruladılar	doğrula+Verb+Pos+Past+A3pl
keseriz	kes+Verb+Pos+Aor+A1pl
yineliyorsunuz	yinele+Verb+Pos+Prog1+A2pl
çekiyorlar	çek+Verb+Pos+Prog1+A3pl
tükenmez	tüken+Verb+Neg+Aor+A3sg
dönecekler	dön+Verb+Pos+Fut+A3pl
birleşelim	birleş+Verb+Pos+Opt+A1pl
alınmasın	alın+Verb+Neg+Imp+A3sg
harcayalım	harca+Verb+Pos+Opt+A1pl
dönelim	dön+Verb+Pos+Opt+A1pl
oynadık	oyna+Verb+Pos+Past+A1pl
yiyoruz	ye+Verb+Pos+Prog1+A1pl
bağlıyoruz	bağla+Verb+Pos+Prog1+A1pl
görüştüm	görüş+Verb+Pos+Past+A1sg
alıyoruz	al+Verb+Pos+Prog1+A1pl
getirmedi	getir+Verb+Neg+Past+A3sg
aradık	ara+Verb+Pos+Past+A1pl
aramadı	ara+Verb+Neg+Past+A3sg
düşüyor	düş+Verb+Pos+Prog1+A3sg
dinledik	dinle+Verb+Pos+Past+A1pl
oynasak	oyna+Verb+Pos+Desr+A1pl
etkiliyorlar	etkile+Verb+Pos+Prog1+A3pl
oynasan	oyna+Verb+Pos+Desr+A2sg
kaybettik	kaybet+Verb+Pos+Past+A1pl
yeneriz	yen+Verb+Pos+Aor+A1pl
oynuyoruz	oyna+Verb+Pos+Prog1+A1pl
yenerim	yen+Verb+Pos+Aor+A1sg
takmış	tak+Verb+Pos+Narr+A3sg
taşıdın	taşı+Verb+Pos+Past+A2sg
gönderdin	gönder+Verb+Pos+Past+A2sg
başaracağız	başar+Verb+Pos+Fut+A1pl
oynamıyorlar	oyna+Verb+Neg+Prog1+A3pl
etmiyor	et+Verb+Neg+Prog1+A3sg
davranır	davran+Verb+Pos+Aor+A3sg
kopmayacak	kop+Verb+Neg+Fut+A3sg
gözüküyorlar	gözük+Verb+Pos+Prog1+A3pl
kalkmalı	kalk+Verb+Pos+Neces+A3sg
karşılaşacak	karşılaş+Verb+Pos+Fut+A3sg
oynar	oyna+Verb+Pos+Aor+A3sg
oynamasın	oyna+Verb+Neg+Imp+A3sg
düzelecek	düzel+Verb+Pos+Fut+A3sg
oynamıyor	oyna+Verb+Neg+Prog1+A3sg
çalışırlar	çalış+Verb+Pos+Aor+A3pl
yönelmemeli	yönel+Verb+Neg+Neces+A3sg
yerleşmiş	yerleş+Verb+Pos+Narr+A3sg
planlayın	planla+Verb+Pos+Imp+A2pl
batarsınız	bat+Verb+Pos+Aor+A2pl
ezin	ez+Verb+Pos+Imp+A2pl
atarsınız	at+Verb+Pos+Aor+A2pl
uzuyor	uza+Verb+Pos+Prog1+A3sg
atarım	at+Verb+Pos+Aor+A1sg
yaralıyor	yarala+Verb+Pos+Prog1+A3sg
affetmiş	affet+Verb+Pos+Narr+A3sg
görmüşler	gör+Verb+Pos+Narr+A3pl
dalmışlar	dal+Verb+Pos+Narr+A3pl
başlamışlar	başla+Verb+Pos+Narr+A3pl
kazandılar	kazan+Verb+Pos+Past+A3pl
yıktı	yık+Verb+Pos+Past+A3sg
hedefliyor	hedefle+Verb+Pos+Prog1+A3sg
düşüyorlar	düş+Verb+Pos+Prog1+A3pl
koyuyor	koy+Verb+Pos+Prog1+A3sg
tamamladılar	tamamla+Verb+Pos+Past+A3pl
hedefliyorlar	hedefle+Verb+Pos+Prog1+A3pl
istedik	iste+Verb+Pos+Past+A1pl
başardık	başar+Verb+Pos+Past+A1pl
yerleştik	yerleş+Verb+Pos+Past+A1pl
yükseldiler	yüksel+Verb+Pos+Past+A3pl
esirgemeyeceğim	esirge+Verb+Neg+Fut+A1sg
giyiyor	giy+Verb+Pos+Prog1+A3sg
edindik	edin+Verb+Pos+Past+A1pl
izlediler	izle+Verb+Pos+Past+A3pl
önerdiler	öner+Verb+Pos+Past+A3pl
kalıyorlar	kal+Verb+Pos+Prog1+A3pl
basar	bas+Verb+Pos+Aor+A3sg
araştırdık	araştır+Verb+Pos+Past+A1pl
vurguluyor	vurgula+Verb+Pos+Prog1+A3sg
düşmez	düş+Verb+Neg+Aor+A3sg
sorduk	sor+Verb+Pos+Past+A1pl
görünse	görün+Verb+Pos+Desr+A3sg
açıklıyor	açıkla+Verb+Pos+Prog1+A3sg
öğrendik	öğren+Verb+Pos+Past+A1pl
gitmiyorsunuz	git+Verb+Neg+Prog1+A2pl
çalıyorsunuz	çal+Verb+Pos+Prog1+A2pl
davranmayın	davran+Verb+Neg+Imp+A2pl
katlettiler	katlet+Verb+Pos+Past+A3pl
oynaya	oyna+Verb+Pos+Opt+A3sg
çektiler	çek+Verb+Pos+Past+A3pl
sıvamış	sıva+Verb+Pos+Narr+A3sg
suçluyor	suçla+Verb+Pos+Prog1+A3sg
sızlamıyor	sızla+Verb+Neg+Prog1+A3sg
pişmiş	piş+Verb+Pos+Narr+A3sg
sırıtıyorlar	sırıt+Verb+Pos+Prog1+A3pl
katlediyorlar	katlet+Verb+Pos+Prog1+A3pl
uğruyoruz	uğra+Verb+Pos+Prog1+A1pl
çekelim	çek+Verb+Pos+Opt+A1pl
tartışmış	tartış+Verb+Pos+Narr+A3sg
takmaz	tak+Verb+Neg+Aor+A3sg
koruyun	koru+Verb+Pos+Imp+A2pl
dönüyoruz	dön+Verb+Pos+Prog1+A1pl
çalışacağız	çalış+Verb+Pos+Fut+A1pl
diyecekler	de+Verb+Pos+Fut+A3pl
katlanıyor	katlan+Verb+Pos+Prog1+A3sg
satmış	sat+Verb+Pos+Narr+A3sg
düşünmemiş	düşün+Verb+Neg+Narr+A3sg
öğreniyoruz	öğren+Verb+Pos+Prog1+A1pl
kesmiyor	kes+Verb+Neg+Prog1+A3sg
gülersin	gül+Verb+Pos+Aor+A2sg
yapmamışlar	yap+Verb+Neg+Narr+A3pl
uysa	uy+Verb+Pos+Desr+A3sg
benzemiyor	benze+Verb+Neg+Prog1+A3sg
yırtınsam	yırtın+Verb+Pos+Desr+A1sg
yutmaz	yut+Verb+Neg+Aor+A3sg
konuşmam	konuş+Verb+Neg+Aor+A1sg
çıkmasın	çık+Verb+Neg+Imp+A3sg
vurmuyor	vur+Verb+Neg+Prog1+A3sg
gezineceksiniz	gezin+Verb+Pos+Fut+A2pl
basmaz	bas+Verb+Neg+Aor+A3sg
yetinmemeli	yetin+Verb+Neg+Neces+A3sg
bakmalı	bak+Verb+Pos+Neces+A3sg
döküyor	dök+Verb+Pos+Prog1+A3sg
araştırıyoruz	araştır+Verb+Pos+Prog1+A1pl
çalışıyoruz	çalış+Verb+Pos+Prog1+A1pl
kalmalı	kal+Verb+Pos+Neces+A3sg
bozar	boz+Verb+Pos+Aor+A3sg
kaydetti	kaydet+Verb+Pos+Past+A3sg
belirlediler	belirle+Verb+Pos+Past+A3pl
girmiyor	gir+Verb+Neg+Prog1+A3sg
uyarmıyor	uyar+Verb+Neg+Prog1+A3sg
okuyoruz	oku+Verb+Pos+Prog1+A1pl
kesmedik	kes+Verb+Neg+Past+A1pl
uyarıyoruz	uyar+Verb+Pos+Prog1+A1pl
kesiyoruz	kes+Verb+Pos+Prog1+A1pl
veririz	ver+Verb+Pos+Aor+A1pl
söylemem	söyle+Verb+Neg+Aor+A1sg
veriyoruz	ver+Verb+Pos+Prog1+A1pl
gönderiyoruz	gönder+Verb+Pos+Prog1+A1pl
etmemeli	et+Verb+Neg+Neces+A3sg
affettik	affet+Verb+Pos+Past+A1pl
bakmam	bak+Verb+Neg+Aor+A1sg
kovarım	kov+Verb+Pos+Aor+A1sg
yayınladım	yayınla+Verb+Pos+Past+A1sg
yayınlıyorum	yayınla+Verb+Pos+Prog1+A1sg
uğraşıyor	uğraş+Verb+Pos+Prog1+A3sg
tanımıyoruz	tanı+Verb+Neg+Prog1+A1pl
alsan	al+Verb+Pos+Desr+A2sg
önlese	önle+Verb+Pos+Desr+A3sg
satmıyor	sat+Verb+Neg+Prog1+A3sg
dayanmıyor	dayan+Verb+Neg+Prog1+A3sg
yönelmişler	yönel+Verb+Pos+Narr+A3pl
yazmasa	yaz+Verb+Neg+Desr+A3sg
kaybederim	kaybet+Verb+Pos+Aor+A1sg
biniyor	bin+Verb+Pos+Prog1+A3sg
tartışıyoruz	tartış+Verb+Pos+Prog1+A1pl
korkmuş	kork+Verb+Pos+Narr+A3sg
yormayın	yor+Verb+Neg+Imp+A2pl
batmıyor	bat+Verb+Neg+Prog1+A3sg
çuvallamış	çuvalla+Verb+Pos+Narr+A3sg
baksın	bak+Verb+Pos+Imp+A3sg
başvururlar	başvur+Verb+Pos+Aor+A3pl
tanımlıyor	tanımla+Verb+Pos+Prog1+A3sg
keşfettiler	keşfet+Verb+Pos+Past+A3pl
bandı	ban+Verb+Pos+Past+A3sg
düşüneceksiniz	düşün+Verb+Pos+Fut+A2pl
kovalıyor	kovala+Verb+Pos+Prog1+A3sg
verelim	ver+Verb+Pos+Opt+A1pl
alkışlayacak	alkışla+Verb+Pos+Fut+A3sg
bırakmadım	bırak+Verb+Neg+Past+A1sg
kaynaşmış	kaynaş+Verb+Pos+Narr+A3sg
ayarlıyor	ayarla+Verb+Pos+Prog1+A3sg
yürüyelim	yürü+Verb+Pos+Opt+A1pl
ağrıyacak	ağrı+Verb+Pos+Fut+A3sg
hissedecek	hisset+Verb+Pos+Fut+A3sg
başlayacaksınız	başla+Verb+Pos+Fut+A2pl
giyin	giy+Verb+Pos+Imp+A2pl
saçmayın	saç+Verb+Neg+Imp+A2pl
işleyeyim	işle+Verb+Pos+Opt+A1sg
unutmamakta	unut+Verb+Neg+Prog2+A3sg
indirgiyor	indirge+Verb+Pos+Prog1+A3sg
büyümüş	büyü+Verb+Pos+Narr+A3sg
ölmüyor	öl+Verb+Neg+Prog1+A3sg
vermemeli	ver+Verb+Neg+Neces+A3sg
sokmamalı	sok+Verb+Neg+Neces+A3sg
deneyecek	dene+Verb+Pos+Fut+A3sg
büyüdü	büyü+Verb+Pos+Past+A3sg
savundular	savun+Verb+Pos+Past+A3pl
yeriz	ye+Verb+Pos+Aor+A1pl
bağırıyorum	bağır+Verb+Pos+Prog1+A1sg
gezer	gez+Verb+Pos+Aor+A3sg
bitmedi	bit+Verb+Neg+Past+A3sg
dövün	dövün+Verb+Pos+Imp+A2sg
savundu	savun+Verb+Pos+Past+A3sg
kaçmaz	kaç+Verb+Neg+Aor+A3sg
güder	güt+Verb+Pos+Aor+A3sg
çekmedik	çek+Verb+Neg+Past+A1pl
kazımalı	kazı+Verb+Pos+Neces+A3sg
söylerim	söyle+Verb+Pos+Aor+A1sg
açıklamamış	açıkla+Verb+Neg+Narr+A3sg
bakmış	bak+Verb+Pos+Narr+A3sg
hoşgeldiniz	hoşgel+Verb+Pos+Past+A2pl
uğraşıyorum	uğraş+Verb+Pos+Prog1+A1sg
asfaltladık	asfaltla+Verb+Pos+Past+A1pl
dinliyorum	dinle+Verb+Pos+Prog1+A1sg
yaşayın	yaşa+Verb+Pos+Imp+A2pl
inanmıyor	inan+Verb+Neg+Prog1+A3sg
kesiyorlar	kes+Verb+Pos+Prog1+A3pl
bindim	bin+Verb+Pos+Past+A1sg
sokmuyorlar	sok+Verb+Neg+Prog1+A3pl
çözdük	çöz+Verb+Pos+Past+A1pl
çözdünüz	çöz+Verb+Pos+Past+A2pl
etmiyoruz	et+Verb+Neg+Prog1+A1pl
çalmış	çal+Verb+Pos+Narr+A3sg
araştırmış	araştır+Verb+Pos+Narr+A3sg
sattılar	sat+Verb+Pos+Past+A3pl
düzelmez	düzel+Verb+Neg+Aor+A3sg
kaybeder	kaybet+Verb+Pos+Aor+A3sg
huysuzlandı	huysuzlan+Verb+Pos+Past+A3sg
çevirecekler	çevir+Verb+Pos+Fut+A3pl
yakalayın	yakala+Verb+Pos+Imp+A2pl
yaşasın	yaşa+Verb+Pos+Imp+A3sg
yapsa	yap+Verb+Pos+Desr+A3sg
gitmeliyiz	git+Verb+Pos+Neces+A1pl
kalkarız	kalk+Verb+Pos+Aor+A1pl
tutuyorlar	tut+Verb+Pos+Prog1+A3pl
uyudu	uyu+Verb+Pos+Past+A3sg
uğraşıyoruz	uğraş+Verb+Pos+Prog1+A1pl
taşıdılar	taşı+Verb+Pos+Past+A3pl
tanıyın	tanı+Verb+Pos+Imp+A2pl
kullanıyorlar	kullan+Verb+Pos+Prog1+A3pl
çıkmışız	çık+Verb+Pos+Narr+A1pl
tartışırlar	tartış+Verb+Pos+Aor+A3pl
bırakacaksınız	bırak+Verb+Pos+Fut+A2pl
vazgeçmez	vazgeç+Verb+Neg+Aor+A3sg
uğraşacaklar	uğraş+Verb+Pos+Fut+A3pl
derledim	derle+Verb+Pos+Past+A1sg
yansımış	yansı+Verb+Pos+Narr+A3sg
istemişler	iste+Verb+Pos+Narr+A3pl
azdı	az+Verb+Pos+Past+A3sg
uğramadı	uğra+Verb+Neg+Past+A3sg
