değil	değil+Verb+Neg+Pres+A3sg
gidermezse	gider+Verb+Neg+Aor+Cond+A3sg
oluşturulamaz	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
gruplandırılamaz	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
içermemesini	içer+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
bulmayacağını	bul+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
çalışmıyorsa	çalış+Verb+Neg+Prog1+Cond+A3sg
kullanmayacaksanız	kullan+Verb+Neg+Fut+Cond+A2pl
olmamaktadır	ol+Verb+Neg+Prog2+A3sg+Cop
kullanmıyorsanız	kullan+Verb+Neg+Prog1+Cond+A2pl
olmuyorsa	ol+Verb+Neg+Prog1+Cond+A3sg
atmayın	at+Verb+Neg+Imp+A2pl
iyileştirmezse	iyi+Adj^DB+Verb+Become^DB+Verb+Caus+Neg+Aor+Cond+A3sg
taşıyamıyorum	taşı+Verb^DB+Verb+Able+Neg+Prog1+A1sg
izleyemezler	izle+Verb^DB+Verb+Able+Neg+Aor+A3pl
dönüştüremez	dönüş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
görüntülemeyebilirsiniz	görüntüle+Verb+Neg^DB+Verb+Able+Aor+A2pl
sığmayan	sığ+Verb+Neg^DB+Adj+PresPart
yazdırılmaz	yaz+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
görüntülenemez	görüntüle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
görünmeyebilir	görün+Verb+Neg^DB+Verb+Able+Aor+A3sg
yüklenmez	yükle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
koyamıyorum	koy+Verb^DB+Verb+Able+Neg+Prog1+A1sg
aktarılmamış	aktar+Verb^DB+Verb+Pass+Neg+Narr+A3sg
bilmeme	bil+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
istemediğinizde	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Loc
amaçlamıyorsanız	amaçla+Verb+Neg+Prog1+Cond+A2pl
silmemeniz	sil+Verb+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
istemediğim	iste+Verb+Neg^DB+Adj+PastPart+P1sg
vermemenizi	ver+Verb+Neg^DB+Noun+Inf2+A3sg+P2pl+Acc
okunmamış	oku+Verb^DB+Verb+Pass+Neg+Narr+A3sg
eşleşmezse	eş+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Neg+Aor+Cond+A3sg
ilişkilendirilmez	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
yüklenmemesini	yükle+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
istemeyeceğiniz	iste+Verb+Neg^DB+Noun+FutPart+A3sg+P2pl+Nom
değiştirmezsiniz	değiş+Verb^DB+Verb+Caus+Neg+Aor+A2pl
belirleyemezsiniz	belirle+Verb^DB+Verb+Able+Neg+Aor+A2pl
yansıtılmaz	yansı+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
kullanmayacak	kullan+Verb+Neg+Fut+A3sg
vermemek	ver+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
hizalanmazsa	hizala+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
çalışmaz	çalış+Verb+Neg+Aor+A3sg
bükmeyin	bük+Verb+Neg+Imp+A2pl
yüklenmediyse	yükle+Verb^DB+Verb+Pass+Neg+Past+Cond+A3sg
başlayamıyorsanız	başla+Verb^DB+Verb+Able+Neg+Prog1+Cond+A2pl
başlamamaya	başla+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
vermeyin	ver+Verb+Neg+Imp+A2pl
değiştirmemem	değiş+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P1sg+Nom
eşitlenmez	eşitle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yerleştiremezseniz	yerleş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Cond+A2pl
desteklenmiyor	destekle+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
saklanmaz	sakla+Verb^DB+Verb+Pass+Neg+Aor+A3sg
görüntülemeyebilir	görüntüle+Verb+Neg^DB+Verb+Able+Aor+A3sg
tıklatmadığınız	tıkla+Verb^DB+Verb+Caus+Neg^DB+Adj+PastPart+P2pl
depolanmaz	depola+Verb^DB+Verb+Pass+Neg+Aor+A3sg
açmaz	aç+Verb+Neg+Aor+A3sg
girmezseniz	gir+Verb+Neg+Aor+Cond+A2pl
gönderemiyorum	gönder+Verb^DB+Verb+Able+Neg+Prog1+A1sg
duymaması	duy+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
görüntülenmeyen	görüntüle+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
göremeyebilirsiniz	gör+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A2pl
değiştirmemeye	değiş+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
karşılamıyor	karşıla+Verb+Neg+Prog1+A3sg
depolanmazlar	depola+Verb^DB+Verb+Pass+Neg+Aor+A3pl
dönüştürülemeyebilir	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
depolayamazsınız	depola+Verb^DB+Verb+Able+Neg+Aor+A2pl
bozmadığından	boz+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
içermediğinden	içer+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
kaydedilemiyorsa	kaydet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Cond+A3sg
sürükleyemezsiniz	sürükle+Verb^DB+Verb+Able+Neg+Aor+A2pl
gizlenmemesi	gizle+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
görüntülenmemiştir	görüntüle+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
değiştirilmediğini	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
bilmiyorsanız	bil+Verb+Neg+Prog1+Cond+A2pl
çevrilemeyen	çevir+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
etmediğini	et+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
çakışmaması	çakış+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
boyutlandırılamaz	boyut+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
hatırlamıyorsanız	hatırla+Verb+Neg+Prog1+Cond+A2pl
etkilenmezler	etkile+Verb^DB+Verb+Pass+Neg+Aor+A3pl
edilmeyen	et+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
tanımıyorsanız	tanı+Verb+Neg+Prog1+Cond+A2pl
kullanmadıysanız	kullan+Verb+Neg+Past+Cond+A2pl
bulamazsa	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
çalışmazsa	çalış+Verb+Neg+Aor+Cond+A3sg
alınmadığından	al+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
görmeyen	gör+Verb+Neg^DB+Adj+PresPart
olmayanların	ol+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
etkinleştirilmediyse	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+Cond+A3sg
başlatmaz	başla+Verb^DB+Verb+Caus+Neg+Aor+A3sg
vermiyorsa	ver+Verb+Neg+Prog1+Cond+A3sg
zamanlanmamışsa	zamanla+Verb^DB+Verb+Pass+Neg+Narr+Cond+A3sg
adlandıramazsınız	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
yüklenmemesi	yükle+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
başlatılmaz	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
veremezler	ver+Verb^DB+Verb+Able+Neg+Aor+A3pl
algılanmaz	algıla+Verb^DB+Verb+Pass+Neg+Aor+A3sg
belirtmedikçe	belir+Verb^DB+Verb+Caus+Neg^DB+Adverb+AsLongAs
başlatamaz	başla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kapatmayın	kapa+Verb^DB+Verb+Caus+Neg+Imp+A2pl
başlatılmamasına	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
başlatılmazsa	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
kullanılmaz	kullan+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kullanamaz	kullan+Verb^DB+Verb+Able+Neg+Aor+A3sg
yapılandıramazsınız	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
çalıştırılmamışsa	çalış+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Narr+Cond+A3sg
seçilmezse	seç+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
döndürülmezse	dön+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
azaltmadığını	azal+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
girmeyen	gir+Verb+Neg^DB+Adj+PresPart
kapatılmadığını	kapa+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
çözümlenemeyen	çözümle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
başlamadığını	başla+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
paylaşılmadı	paylaş+Verb^DB+Verb+Pass+Neg+Past+A3sg
çözümleyemiyor	çözümle+Verb^DB+Verb+Able+Neg+Prog1+A3sg
karşılayamayan	karşıla+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
bırakmayın	bırak+Verb+Neg+Imp+A2pl
doğrulamaz	doğrula+Verb+Neg+Aor+A3sg
gerçekleştirilmezse	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
kullanılmadığı	kullan+Verb^DB+Verb+Pass+Neg^DB+Adj+PastPart+P3sg
yapılandırılmayan	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Adj+PresPart
açmadığı	aç+Verb+Neg^DB+Adj+PastPart+P3sg
çalışmayacağını	çalış+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
alamaz	al+Verb^DB+Verb+Able+Neg+Aor+A3sg
biçimlendiremeyeceklerini	biçim+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
bağlanamayacaklarını	bağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
iletilemiyor	ilet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
gönderilemez	gönder+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
almayacağını	al+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
sıralanmamış	sırala+Verb^DB+Verb+Pass+Neg+Narr+A3sg
gönderemez	gönder+Verb^DB+Verb+Able+Neg+Aor+A3sg
oluşturulmayacağını	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
uygulamaz	uygula+Verb+Neg+Aor+A3sg
işleyemeyeceği	işle+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+P3sg
taşıyamazlar	taşı+Verb^DB+Verb+Able+Neg+Aor+A3pl
ulaşmadığını	ulaş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
alınmadığını	alın+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
çalıştırmamanız	çalış+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
kullanmaz	kullan+Verb+Neg+Aor+A3sg
denenmeyeceğinden	dene+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P2sg+Abl
eklenmedikçe	ekle+Verb^DB+Verb+Pass+Neg^DB+Adverb+AsLongAs
görünmezler	görün+Verb+Neg+Aor+A3pl
zorlayamaz	zorla+Verb^DB+Verb+Able+Neg+Aor+A3sg
engellemezseniz	engelle+Verb+Neg+Aor+Cond+A2pl
korunmaz	koru+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bağlanamadığında	bağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Loc
taşınamayan	taşı+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
daraltamazsınız	daral+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
tamamlanmamıştır	tamamla+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
çalışmadığında	çalış+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Loc
gerçekleştirmediği	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Neg^DB+Adj+PastPart+P3sg
gerekmediğini	gerek+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
uygulanamaz	uygula+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
etkinleştirilmez	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
bırakılmaz	bırak+Verb^DB+Verb+Pass+Neg+Aor+A3sg
başlatılamaz	başla+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kaydedilmediğini	kaydet+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
kullanılmadığını	kullan+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
kullanmadığını	kullan+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yönetemez	yönet+Verb^DB+Verb+Able+Neg+Aor+A3sg
silemezler	sil+Verb^DB+Verb+Able+Neg+Aor+A3pl
istemeyebilirsiniz	iste+Verb+Neg^DB+Verb+Able+Aor+A2pl
olmamasıdır	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
eşitlenmemişse	eşitle+Verb^DB+Verb+Pass+Neg+Narr+Cond+A3sg
gerçekleştiremeyeceğini	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
düzenlenemez	düzenle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
çözülmez	çöz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
görmeyeceklerinden	gör+Verb+Neg^DB+Noun+FutPart+A3pl+P3sg+Abl
değiştirilmediğine	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
edememe	et+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
değerlendirilmez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
alınamamasına	al+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
anlamamakta	anla+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Loc
etmemektedir	et+Verb+Neg+Prog2+A3sg+Cop
kullanılmayacaksa	kullan+Verb^DB+Verb+Pass+Neg+Fut+Cond+A3sg
kullanılmamalıdır	kullan+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
düzenlenemediğinden	düzenle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
tanımlayamazsınız	tanımla+Verb^DB+Verb+Able+Neg+Aor+A2pl
sunmaz	sun+Verb+Neg+Aor+A3sg
üretmez	üre+Verb^DB+Verb+Caus+Neg+Aor+A3sg
kullanmayacağını	kullan+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
kaydetmeyeceğini	kaydet+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
belirtmeyen	belir+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
korumadıklarına	koru+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Dat
içermeyeceğini	içer+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
çıkarılmamalıdır	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg+Cop
içermeyebilir	içer+Verb+Neg^DB+Verb+Able+Aor+A3sg
bitirmem	bit+Verb^DB+Verb+Caus+Neg+Aor+A1sg
başlatmam	başla+Verb^DB+Verb+Caus+Neg+Aor+A1sg
çözemiyorum	çöz+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bulamazsanız	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
olmadığınız	ol+Verb+Neg^DB+Adj+PastPart+P2pl
kaldırmamanız	kal+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
istemedikleri	iste+Verb+Neg^DB+Adj+PastPart+P3pl
kıramadı	kır+Verb^DB+Verb+Able+Neg+Past+A3sg
gelmeyen	gel+Verb+Neg^DB+Adj+PresPart
bakamıyoruz	bak+Verb^DB+Verb+Able+Neg+Prog1+A1pl
uğraşmıyor	uğraş+Verb+Neg+Prog1+A3sg
düşünmüyor	düşün+Verb+Neg+Prog1+A3sg
unutmuyordu	unut+Verb+Neg+Prog1+Past+A3sg
taslamıyor	tasla+Verb+Neg+Prog1+A3sg
gitmeyecektik	git+Verb+Neg+Fut+Past+A1pl
çalmamaları	çal+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
yazamadım	yaz+Verb^DB+Verb+Able+Neg+Past+A1sg
bulunmaması	bulun+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
kurtulamadığı	kurtul+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
alamazsan	al+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
bırakmıyor	bırak+Verb+Neg+Prog1+A3sg
alınamadı	alın+Verb^DB+Verb+Able+Neg+Past+A3sg
alamayınca	al+Verb^DB+Verb+Able+Neg^DB+Adverb+When
yapılmamasını	yap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
gidilmemesi	git+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
takmayanlara	tak+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
yakalanmadıkları	yakala+Verb^DB+Verb+Pass+Neg^DB+Adj+PastPart+P3pl
beklemiyordum	bekle+Verb+Neg+Prog1+Past+A1sg
kopmayacağım	kop+Verb+Neg+Fut+A1sg
çıkmadım	çık+Verb+Neg+Past+A1sg
istemiyordum	iste+Verb+Neg+Prog1+Past+A1sg
bırakmama	bırak+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
istemediğin	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P2sg+Nom
seyretmezdim	seyret+Verb+Neg+Aor+Past+A1sg
inanmıyorum	inan+Verb+Neg+Prog1+A1sg
almamıştım	al+Verb+Neg+Narr+Past+A1sg
okuyamamış	oku+Verb^DB+Verb+Able+Neg+Narr+A3sg
düşmemesi	düş+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
duramazsın	dur+Verb^DB+Verb+Able+Neg+Aor+A2sg
almıyorlar	al+Verb+Neg+Prog1+A3pl
atmam	at+Verb+Neg+Aor+A1sg
bozulmaması	boz+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
görmem	gör+Verb+Neg+Aor+A1sg
büyümedim	büyü+Verb+Neg+Past+A1sg
gitmezler	git+Verb+Neg+Aor+A3pl
kurmazlar	kur+Verb+Neg+Aor+A3pl
görmemişim	gör+Verb+Neg+Narr+A1sg
olamazdım	ol+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
gitmedim	git+Verb+Neg+Past+A1sg
verilmezken	ver+Verb^DB+Verb+Pass+Neg+Aor^DB+Adverb+While
yapmamaları	yap+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
uymaması	uy+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
kalmadıkça	kal+Verb+Neg^DB+Adverb+AsLongAs
sollamayın	solla+Verb+Neg+Imp+A2pl
bulunmadığı	bulun+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
olmadıklarının	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Gen
bulunmadığının	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Gen
kalmıyor	kal+Verb+Neg+Prog1+A3sg
uyuyamamış	uyu+Verb^DB+Verb+Able+Neg+Narr+A3sg
dayanamamış	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+A3sg
açılmamış	aç+Verb^DB+Verb+Pass+Neg+Narr+A3sg
almadılar	al+Verb+Neg+Past+A3pl
başlamasın	başla+Verb+Neg+Imp+A3sg
yapmasın	yap+Verb+Neg+Imp+A3sg
etmeyenin	et+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Gen
etmeyenlere	et+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
bilinmemesi	bil+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
değerlendiremiyoruz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1pl
değerlendiremediğini	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
bulmuyor	bul+Verb+Neg+Prog1+A3sg
yapılamıyor	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
istemediklerini	iste+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
tutmuyor	tut+Verb+Neg+Prog1+A3sg
giderilemez	gider+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
almama	al+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
güçlendirmeyeceğidir	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çıkarılmadı	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
edemeyince	et+Verb^DB+Verb+Able+Neg^DB+Adverb+When
içmeyen	iç+Verb+Neg^DB+Adj+PresPart
vurmaması	vur+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
çıkmaması	çık+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
hissettirmemeye	hisset+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
gelemeyen	gel+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
yaşanmaması	yaşa+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yapmazken	yap+Verb+Neg+Aor^DB+Adverb+While
girmeseydik	gir+Verb+Neg+Desr+Past+A1pl
dinlenmiyor	dinle+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
öğrenememişler	öğren+Verb^DB+Verb+Able+Neg+Narr+A3pl
hazmedemedi	hazmet+Verb^DB+Verb+Able+Neg+Past+A3sg
satmadığım	sat+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
oynanmamıştır	oyna+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
kullanamadı	kullan+Verb^DB+Verb+Able+Neg+Past+A3sg
sorulmuyor	sor+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
bilinmez	bil+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sönmeyeceğine	sön+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
harcamamak	harca+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
kalmayacağını	kal+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
ayırtmadıysanız	ayır+Verb^DB+Verb+Caus+Neg+Past+Cond+A2pl
dolmuyor	dol+Verb+Neg+Prog1+A3sg
kestiremeyen	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
istemeyen	iste+Verb+Neg^DB+Adj+PresPart
çalışılmaması	çalış+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
verilmese	ver+Verb^DB+Verb+Pass+Neg+Desr+A3sg
sağlamayacağı	sağla+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
kaldıramayan	kal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
gitmeyelim	git+Verb+Neg+Opt+A1pl
beklemiyorum	bekle+Verb+Neg+Prog1+A1sg
sağlayamaz	sağla+Verb^DB+Verb+Able+Neg+Aor+A3sg
yapmıyorlar	yap+Verb+Neg+Prog1+A3pl
addetmeyen	addet+Verb+Neg^DB+Adj+PresPart
yapılamayacağını	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
aşamaz	aş+Verb^DB+Verb+Able+Neg+Aor+A3sg
yaratamazsınız	yara+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
aşmama	aş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
demiyor	de+Verb+Neg+Prog1+A3sg
geçmeyecek	geç+Verb+Neg^DB+Adj+FutPart+Pnon
veremezsiniz	ver+Verb^DB+Verb+Able+Neg+Aor+A2pl
aşmayın	aş+Verb+Neg+Imp+A2pl
bakmasınlar	bak+Verb+Neg+Imp+A3pl
korkmayın	kork+Verb+Neg+Imp+A2pl
görülmeyecek	gör+Verb^DB+Verb+Pass+Neg+Fut+A3sg
karşılayamayacağını	karşıla+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
kapışma	kapış+Verb+Neg+Imp+A2sg
yapamadı	yap+Verb^DB+Verb+Able+Neg+Past+A3sg
bakmadı	bak+Verb+Neg+Past+A3sg
beğenmeyin	beğen+Verb+Neg+Imp+A2pl
gitmediği	git+Verb+Neg^DB+Adj+PastPart+P3sg
yapmıyoruz	yap+Verb+Neg+Prog1+A1pl
çalışmadı	çalış+Verb+Neg+Past+A3sg
edilmiyor	et+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kaçırılmamış	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Narr+A3sg
